1	Új éneket mondjunk Őneki	Zsolt 96
2	Mennyei seregek	Zsolt 148
3	Krisztus szava lakozzék	Kol 3,16
4	Serkenj fel már mély álmodból	Ef 5,14
5	Krisztus képében	2Kor 5,20
6	Krisztus, a Király	Jn 7,37-38
7	Szenvedésben engedelmes	Zsid 2,18
8	Semmi felől ne aggódjál	Fil 4,6-7
9	Új szívet adj	Ez 11,19
10	Bízzatok, ne féljetek	Mk 6,50
11	Lélek fuvalma jöjj	ApCsel 2
12	Minden jó adomány	Jk 1,17
13	A bűn, a bűn, a bűn	Róm 6,23
