263	Nagy Úristen
264	Nagy vagy Te, Isten
514	Ne aggodalmaskodjál
265	Ne csüggedj el
515	Ne csüggedj lelkem
266	Ne kutassad szenvedésem
267	Nem csábít földi kincs
268	Nem láthat bár e földi szem
269	Nem látod-é, hogy csónakod
270	Ne mondjátok nekem
271	Nem sújt a törvény
272	Nem szűnik boldog
273	Nem tudom még, mit hoz e nap
274	Ne rettegj, bármi sújt téged
516	Néked áldozunk
275	Néma éjbe', bűnigában
276	Nézd, hogyan hív
277	Nincs más, ami úgy
278	Nyájas világ
	
279	Od' adtam életem
437	Olvasd egyre
280	Oly szép a Jézus
281	Ott a messze földön
	
282	Ó, Ábrahám Ura
283	Ó áldott nap
284	Ó, Betlehem kis városa
438	Ó boldog nap
285	Ó, csak levél!
286	Ó egy a szükséges
287	Ó én szeretlek
288	Ó fogd kezem
289	Ó, forrongó, gazdag árja
290	Ó, hadd szeresselek
291	Ó, halld, te zaklatott szív
292	Ó, hála az Úrnak
293	Ó hogyha tudnád, bűnnek
294	Ó hogyha tudnád, ki az
295	Ó hogy volt idő
296	Ó jertek, zengjünk
297	Ó Jézus, amikor
298	Ó, Jézus, árva csendben
299	Ó, Jézus, drágább vagy nekem
300	Ó Jézusom, mi édesen
301	Ó jöjjetek, hívek
302	Ó, jöjjetek, kik megterheltettetek
493	Ó jöjjetek mind
303	Ó jöjjetek, örvendjetek
304	Ó jöjjön el Urunk
459	Ó jöjj szívembe
460	Ó mennyi csodát
439	Ó mily boldog ember
305	Ó, mi hű barátunk Jézus
306	Ó, miként fogadjalak
307	Ó nagy Isten, vezess
308	Ó, ne félj, ne rettegj
309	Ó ne hagyj elveszni
310	Ó, nézd, ajtódnál állok itt
311	Ó nézd, ki gondtalan
517	Ó nyissad meg majd
312	Ó segíts Jézus
313	Ó Sion, ébredj
314	Ó szerelmes Jézusom
315	Ó terjeszd ki
316	Ó Urunk Jézus
317	Ó vérző, drága
494	Ó vigyázz, kicsi
	
440	Öröm van a mennyben
441	Örvendj, ég, örvendj, te föld
318	Örvendetes napunk
	
319	Pásztorként vezetni nyájad
495	Pázsitdombon
320	Porból kiáltok
	
321	Rajta, fel
322	Rád tekint már hitem
323	Rólad szól énekem
442	Rút volt szívem
	
324	Semmi sem kívánok lenni
325	Semmit ne bánkódjál
461	Senki sem tanít
326	Siessetek, hamar
327	Súlyos napokban
496	Sűrű erdő mélyén
	
328	Szegény szívünk reménye
329	Szelíd szemed, Úr Jézus
330	Szent bizonyosság
331	Szent, győzedelmes élet
332	Szentlélek Isten, üdv és béke
333	Szent országodat
334	Szent, szent az Úr
335	Szent, szent, szent, szent, szent az Úr neve
336	Szent Úrnak és
337	Szent vagy, szent vagy
462	Szenvedésben
338	Szerelmes Jézus
339	Szeretni vágyom
340	Széjjeljártam a világban
341	Szép rózsabimbó
342	Szépséges Jézus
443	Sziklára rakd
343	Szíved békétlen és üres
444	Szívemben napsugár
344	Szívem királya
518	Szívem örömmel
345	Szívünk egészen
445	Szívünk zengje már
497	Szoros kapu, keskeny
346	Szólj, szólj hozzám, Uram
347	Szólj, Uram, mert várok
463	Szólj, Uram, szólj nekem
519	Szólnak a harangok
348	Szólsz hozzám
	
349	Taníts, Uram, meghajlani
350	Tarts vérző oldaladnál
351	Te adj Uram ma új
352	Tebenned bíztunk eleitől fogva
353	Tehozzád vágyik
354	Te légy velem
355	Teljesen a Tied vagyok, Uram
520	Terád vár bús szívem
356	Teremtő Istenünk
357	Testvérek föl tehát
358	Testvérek, lépjünk egyesülve
359	Testvérek, menjünk bátran
360	Te vagy napvilágom
361	Tégy foglyoddá, Uram
464	Tégy Uram engem
465	Térded, fejed hajtsd
362	Térj magadhoz, drága Sion
363	Tiéd az ügy
364	Tiéd örökre
365	Tiéd vagyok, ó, hála nagy nevednek
366	Tiszta égi béke
367	Tisztitsd meg szíved
368	Több szentséget árassz
446	Tudod-e, miért
498	Tudod, hogy hány
369	Tudom, az én Megváltóm él
370	Tündöklő hajnali
371	Tündököl az Úr kegyelme
	
466	Uram, a töredelmes szívet
467	Uram Isten siess
372	Uram, maradj velem
373	Uram mindent elhoztam
374	Uram mindent eltékozoltam
375	Uram, ó, add, ha vándorutam
376	Uram, segíts
377	Uram, Te jól ismersz engem
378	Uram, Te, ki békét ígérsz
	
379	Úgy kutattuk a homályban
468	Új szívet adj
380	Úr Jézus nézz le
447	Úr Jézus, szent
448	Úr Jézus, Úr Jézus
381	Úr lesz a Jézus mindenütt
	
382	Üdvözítőm, drága Jézus
383	Üres kézzel kell-e mennem
384	Űzd el a kísértőt
	
499	Van a mennyben
385	Van-e hely Jézus számára
386	Van gazdag Atyám
387	Van még hely ott
388	Van még számomra
389	Van örök kincsünk
390	Vágyol-e elhagyni bűneidet?
391	Vágyom melletted
392	Vándor áll ajtód előtt
393	Vándorutam Jézusommal járom
394	Várj ember szíve
395	Velem vagy Istenem
396	Velem vándorol
449	Vége van már a szolgaságnak
397	Végig megálld a nagy tusát
398	Vigyázzatok, azt
399	Világíts nékem Jézus
400	Vonj öröm és búbánaton át
401	Vonj Uram, vonj engemet
	
500	Zákeus oly kicsike
402	Záporként hull majd az áldás
403	Zengd Jézus nevét
404	Zengjen az ének
405	Zengjen hálaének
