Utas vagyok e világban	409
	
Várj, ember szíve készen	312
Várván vártam a felséges Urat	40
Vedd el jutalmadat	361
Vedd el Úr Isten, rólunk haragodat	391
Vezess Jézusunk	434
Végtelen irgalmú Isten, hozzád kiáltok	216
Vígak e föld lakosai	279
	
Zengd Jézus nevét, zengd világ	468
Zengj nyelvem ékesen	289
